EmployeeID,Department,JobTitle,Gender,Salary,TenureYears,EarlyTenureFlag,PerformanceRating,HighPerformerFlag,AbsenceDays_Last6M,AbsenceFrequency_Last6M,LongLeaveFlag,HighAbsenceFlag,AvgOverallScore,LastOverallScore,AvgCommunication,AvgTeamwork,AvgProblemSolving,PerformanceDropFlag,TrainingCount,DaysSinceLastTraining,NoTrainingFlag,YearsSinceLastRaise,SalaryChangeCount,PayStagnationFlag,EngagementScore,CareerStagnationFlag,BurnoutRiskScore,AttritionFlag
PNR-14595,IT Support,Help Desk Specialist,Male,66569,7,0,2,0,0,0,0,0,4,5,4,5,3,0,4,184,0,4,3,1,2.8,0,0,0
PNR-14636,Research & Development,Scientist,Non-binary,70103,6,0,5,1,0,0,0,0,4,5,3,4,2,0,5,680,0,3,3,1,3,0,0,0
PNR-14650,Research & Development,Research Lead,Male,115159,6,0,4,1,1,1,0,0,5,5,2,3,4,0,0,9999,1,3,3,1,2.2,1,0.6,1
PNR-14681,Logistics,Warehouse Associate,Male,82106,8,0,5,1,2,1,0,0,2,5,3,3,3,0,0,9999,1,5,3,1,0.4,1,0.6,0
PNR-14705,Marketing,Marketing Manager,Non-binary,132804,7,0,5,1,0,0,0,0,3,5,3,3,3,0,5,105,0,5,2,1,2.5,0,0,0
PNR-1471,IT Support,Help Desk Specialist,Male,67403,5,0,2,0,2,1,0,0,3,3,2,4,5,0,2,231,0,2,3,0,1.3,0,0.6,0
PNR-14714,Finance,Accountant,Male,75230,8,0,5,1,0,0,0,0,3,4,3,3,3,0,1,947,0,4,4,1,1.7,0,0,0
PNR-14716,Logistics,Warehouse Associate,Non-binary,63358,8,0,2,0,0,0,0,0,4,4,3,4,3,0,2,803,0,5,3,1,2.4,0,0,1
PNR-14725,Sales,Account Manager,Male,177104,4,0,2,0,0,0,0,0,5,5,5,5,5,0,0,9999,1,1,3,0,2.5,0,0,1
PNR-14733,Production,Production Worker,Female,75693,1,1,3,0,1,1,0,0,3,3,5,5,5,0,3,107,0,0,0,0,1.8,0,0.6,0
PNR-14754,Human Resources,HR Generalist,Male,72230,7,0,4,1,0,0,0,0,2,4,2,3,3,0,0,9999,1,5,3,1,1,1,0,0
PNR-14762,Marketing,Marketing Coordinator,Male,81186,8,0,5,1,10,1,1,1,3,5,4,3,3,0,0,9999,1,5,3,1,-1.5,1,0.6,0
PNR-14783,Human Resources,HR Coordinator,Male,84473,5,0,2,0,0,0,0,0,2,3,2,4,4,0,5,339,0,2,3,0,2,0,0,0
PNR-14796,Sales,Account Manager,Female,129348,1,1,2,0,0,0,0,0,2,2,4,3,4,0,0,9999,1,0,0,0,1,0,0,0
PNR-14800,Finance,Controller,Female,66616,3,0,3,0,2,1,0,0,2,2,4,4,3,0,3,89,0,1,2,0,1,0,0.6,0
PNR-14804,Production,Production Worker,Female,63895,4,0,2,0,0,0,0,0,2,2,3,4,2,0,2,396,0,2,3,0,1.4,0,0,0
PNR-14808,Research & Development,Scientist,Non-binary,80605,1,1,4,1,0,0,0,0,2,2,5,2,3,0,0,9999,1,1,1,0,1,0,0,0
PNR-14824,Research & Development,Scientist,Male,69755,2,0,2,0,5,1,0,0,3,3,2,4,3,0,4,42,0,1,1,0,0.8,0,0.6,1
PNR-14826,Marketing,Marketing Coordinator,Non-binary,66101,7,0,2,0,0,0,0,0,2,5,4,4,2,0,0,9999,1,4,3,1,1,0,0,1
PNR-14828,Quality Control,QC Inspector,Female,76438,6,0,5,1,3,1,0,0,3,4,2,2,3,0,0,9999,1,4,2,1,0.6,1,0.6,0
PNR-14869,Finance,Accountant,Non-binary,78451,7,0,4,1,0,0,0,0,5,5,4,3,4,0,2,59,0,5,2,1,2.9,0,0,0
PNR-1489,Quality Control,QC Inspector,Female,62780,5,0,3,0,0,0,0,0,5,5,2,3,2,0,0,9999,1,2,3,0,2.5,0,0,0
PNR-14908,Quality Control,QC Inspector,Non-binary,61429,1,1,3,0,0,0,0,0,5,5,5,5,4,0,2,163,0,0,0,0,2.9,0,0,0
PNR-14915,Human Resources,Recruiter,Male,80318,1,1,5,1,0,0,0,0,4,4,5,2,2,0,5,97,0,0,0,0,3,0,0,0
PNR-14919,Finance,Controller,Male,80224,1,1,4,1,1,1,0,0,5,5,5,3,3,0,1,101,0,0,0,0,2.4,0,0.6,0
PNR-14933,Sales,Account Manager,Female,175190,5,0,4,1,2,1,0,0,3,5,3,2,4,0,3,340,0,3,2,1,1.5,0,0.6,0
PNR-14936,Finance,Accountant,Non-binary,59347,6,0,2,0,0,0,0,0,3,5,3,4,2,0,4,223,0,4,3,1,2.3,0,0,0
PNR-14937,IT Support,IT Technician,Male,74280,7,0,4,1,0,0,0,0,4,5,4,3,4,0,4,331,0,4,3,1,2.8,0,0,0
PNR-14942,Human Resources,Recruiter,Non-binary,84093,2,0,2,0,0,0,0,0,4,4,4,4,4,0,2,317,0,1,1,0,2.4,0,0,0
PNR-12329,Human Resources,HR Coordinator,Female,78157,4,0,3,0,0,0,0,0,3,5,4,2,3,0,3,301,0,1,3,0,2.1,0,0,1
PNR-12335,Human Resources,Recruiter,Non-binary,82969,6,0,5,1,0,0,0,0,3,4,3,3,2,0,1,1073,0,4,2,1,1.7,0,0,0
PNR-1238,IT Support,IT Manager,Male,125296,6,0,2,0,0,0,0,0,3,5,3,3,3,0,0,9999,1,3,3,1,1.5,0,0,1
PNR-12390,Human Resources,HR Coordinator,Male,56904,5,0,2,0,0,0,0,0,5,5,2,3,4,0,3,101,0,2,3,0,3.1,0,0,0
PNR-12412,Quality Control,QC Manager,Non-binary,177017,7,0,5,1,0,0,0,0,4,4,2,5,4,0,1,1956,0,4,3,1,2.2,0,0,0
PNR-1242,Quality Control,QC Manager,Non-binary,165290,2,0,4,1,1,1,0,0,5,5,3,2,2,0,3,146,0,1,1,0,2.8,0,0.6,0
PNR-12441,Quality Control,QC Manager,Non-binary,141021,5,0,4,1,2,1,0,0,3,3,5,5,3,0,4,588,0,2,3,0,1.7,0,0.6,0
PNR-12459,Production,Production Worker,Male,84686,5,0,4,1,0,0,0,0,4,5,4,4,3,0,0,9999,1,2,3,0,2,1,0,0
PNR-12472,Logistics,Logistics Coordinator,Male,74240,7,0,4,1,0,0,0,0,4,5,4,3,3,0,4,119,0,3,4,1,2.8,0,0,1
PNR-12476,Logistics,Logistics Coordinator,Female,62661,8,0,4,1,10,1,1,1,4,5,3,3,3,0,5,970,0,7,2,1,0,0,0.6,0
PNR-12486,Research & Development,Scientist,Non-binary,71906,8,0,5,1,0,0,0,0,3,4,3,4,5,0,1,43,0,5,3,1,1.7,0,0,0
PNR-12489,Marketing,Marketing Coordinator,Male,67703,5,0,2,0,0,0,0,0,4,4,5,4,3,0,5,564,0,3,2,1,3,0,0,0
PNR-12502,Logistics,Logistics Coordinator,Non-binary,79129,4,0,4,1,0,0,0,0,5,5,2,3,3,0,1,791,0,2,2,0,2.7,0,0,0
PNR-12510,IT Support,IT Technician,Non-binary,78902,3,0,4,1,0,0,0,0,3,3,3,5,4,0,4,38,0,1,2,0,2.3,0,0,0
PNR-12514,Logistics,Warehouse Associate,Female,84019,1,1,5,1,0,0,0,0,4,4,2,2,2,0,3,9,0,0,0,0,2.6,0,0,0
PNR-12564,Production,Production Worker,Non-binary,67282,5,0,3,0,0,0,0,0,2,3,3,3,4,0,3,21,0,3,3,1,1.6,0,0,0
PNR-12580,Research & Development,Scientist,Male,60939,2,0,5,1,0,0,0,0,2,2,5,4,2,0,2,172,0,1,1,0,1.4,0,0,1
PNR-12614,Production,Production Worker,Male,61940,2,0,4,1,0,0,0,0,2,2,3,3,5,0,1,50,0,1,1,0,1.2,0,0,0
PNR-12618,Quality Control,QC Inspector,Male,68938,5,0,3,0,0,0,0,0,2,3,3,3,3,0,1,1189,0,3,2,1,1.2,0,0,0
PNR-12626,Logistics,Warehouse Associate,Male,78078,8,0,2,0,0,0,0,0,3,5,3,3,2,0,1,999,0,5,3,1,1.7,0,0,0
PNR-12646,Human Resources,Recruiter,Non-binary,84966,7,0,3,0,5,1,0,0,3,5,3,3,3,0,1,1886,0,4,3,1,0.2,0,0.6,0
PNR-12649,Human Resources,HR Generalist,Male,63027,6,0,5,1,0,0,0,0,2,3,3,3,3,0,2,859,0,3,3,1,1.4,0,0,0
PNR-12650,Quality Control,QC Manager,Non-binary,150509,5,0,2,0,0,0,0,0,4,5,2,3,3,0,4,239,0,2,3,0,2.8,0,0,0
PNR-12652,Finance,Accountant,Non-binary,81603,4,0,4,1,0,0,0,0,4,5,2,3,4,0,1,450,0,1,3,0,2.2,0,0,0
PNR-12654,Quality Control,QC Inspector,Male,78265,4,0,3,0,0,0,0,0,3,3,5,2,2,0,1,973,0,1,3,0,1.7,0,0,0
PNR-12664,IT Support,Help Desk Specialist,Female,55421,7,0,5,1,0,0,0,0,4,5,3,3,3,0,1,556,0,4,3,1,2.2,0,0,0
PNR-12671,Research & Development,Research Lead,Female,115320,5,0,2,0,0,0,0,0,3,4,2,3,4,0,1,994,0,2,4,0,1.7,0,0,0
PNR-1270,IT Support,IT Manager,Female,127857,4,0,4,1,0,0,0,0,3,3,2,3,5,0,3,132,0,2,2,0,2.1,0,0,0
PNR-12710,Marketing,Digital Marketer,Female,78984,6,0,5,1,10,1,1,1,3,5,3,3,3,0,3,635,0,3,3,1,-0.9,0,0.6,0
PNR-14479,Research & Development,Lab Technician,Male,63625,3,0,2,0,0,0,0,0,5,5,5,2,5,0,1,733,0,1,2,0,2.7,0,0,0
PNR-14482,Human Resources,HR Generalist,Female,77266,3,0,3,0,0,0,0,0,3,5,4,3,3,0,1,1016,0,1,2,0,1.7,0,0,0
PNR-14488,Logistics,Logistics Coordinator,Male,60563,2,0,3,0,0,0,0,0,3,3,3,2,4,0,2,206,0,1,2,0,1.9,0,0,1
PNR-14489,Human Resources,Recruiter,Male,59280,8,0,5,1,0,0,0,0,4,4,2,3,2,0,5,85,0,5,3,1,3,0,0,0
PNR-14501,Research & Development,Research Lead,Male,99369,7,0,5,1,0,0,0,0,4,5,3,4,4,0,3,624,0,4,3,1,2.6,0,0,0
PNR-14504,Production,Operations Manager,Non-binary,120022,3,0,4,1,0,0,0,0,3,3,4,3,3,0,3,403,0,1,2,0,2.1,0,0,1
PNR-14519,Sales,Regional Sales Manager,Male,167489,5,0,3,0,0,0,0,0,4,5,4,3,4,0,0,9999,1,2,3,0,2,0,0,0
PNR-14524,Quality Control,QC Manager,Female,164276,8,0,4,1,0,0,0,0,4,5,2,3,4,0,1,1118,0,5,3,1,2.2,0,0,0
PNR-14551,Sales,Sales Associate,Male,70742,5,0,5,1,10,1,1,1,3,4,3,4,4,0,4,528,0,1,4,0,-0.7,0,0.6,0
PNR-14562,Human Resources,Recruiter,Non-binary,59575,1,1,5,1,10,1,1,1,2,2,3,4,4,0,2,109,0,1,1,0,-1.6,0,0.6,0
PNR-14569,Marketing,Digital Marketer,Non-binary,65813,3,0,3,0,0,0,0,0,3,4,2,4,2,0,0,9999,1,1,2,0,1.5,0,0,0
PNR-14573,IT Support,IT Manager,Non-binary,148614,8,0,5,1,1,1,0,0,3,5,3,3,4,0,5,269,0,6,3,1,2.2,0,0.6,0
PNR-14592,Finance,Controller,Non-binary,77710,2,0,4,1,0,0,0,0,2,2,4,2,5,0,3,74,0,1,1,0,1.6,0,0,1
PNR-14599,Quality Control,QC Inspector,Male,83297,6,0,2,0,0,0,0,0,2,5,2,3,3,0,4,175,0,2,4,0,1.8,0,0,1
PNR-14606,Production,Line Supervisor,Female,73400,4,0,3,0,10,2,0,1,4,5,4,2,2,0,5,197,0,2,2,0,0,0,1.2,0
PNR-14613,Sales,Account Manager,Non-binary,178108,3,0,5,1,11,2,1,1,3,3,4,2,3,0,5,80,0,1,2,0,-0.8,0,1.2,0
PNR-1462,Human Resources,Recruiter,Male,83840,2,0,2,0,3,1,0,0,4,5,4,4,2,0,4,99,0,1,2,0,1.9,0,0.6,0
PNR-14626,IT Support,IT Technician,Non-binary,63138,3,0,3,0,0,0,0,0,4,5,3,3,3,0,0,9999,1,0,3,0,2,0,0,0
PNR-14630,Quality Control,QC Inspector,Female,61580,6,0,5,1,0,0,0,0,3,5,3,3,3,0,1,1970,0,5,2,1,1.7,0,0,0
PNR-14656,Sales,Regional Sales Manager,Female,170281,3,0,4,1,3,1,0,0,5,5,2,4,5,0,2,803,0,0,3,0,2,0,0.6,0
PNR-14658,IT Support,IT Technician,Female,61808,4,0,3,0,0,0,0,0,3,4,4,4,3,0,1,207,0,2,2,0,1.7,0,0,0
PNR-14669,Finance,Accountant,Non-binary,70377,6,0,4,1,0,0,0,0,4,5,2,2,3,0,5,333,0,4,2,1,3,0,0,0
PNR-1467,Logistics,Logistics Coordinator,Female,67230,8,0,5,1,0,0,0,0,3,5,3,2,2,0,2,693,0,4,4,1,1.9,0,0,0
PNR-14674,Marketing,Digital Marketer,Female,75346,4,0,2,0,1,1,0,0,3,5,4,3,3,0,1,559,0,1,3,0,1.4,0,0.6,0
PNR-14680,Human Resources,HR Coordinator,Non-binary,63509,4,0,4,1,0,0,0,0,4,5,3,4,3,0,5,228,0,1,3,0,3,0,0,0
PNR-14684,Logistics,Warehouse Associate,Non-binary,74167,1,1,2,0,0,0,0,0,4,4,4,2,2,0,3,14,0,0,0,0,2.6,0,0,0
PNR-14723,Logistics,Warehouse Associate,Non-binary,57242,5,0,2,0,0,0,0,0,3,4,3,4,3,0,2,982,0,3,2,1,1.9,0,0,0
PNR-14730,Marketing,Digital Marketer,Male,80575,2,0,5,1,0,0,0,0,5,5,3,5,5,0,5,60,0,1,1,0,3.5,0,0,0
PNR-14735,Logistics,Logistics Coordinator,Female,60610,7,0,2,0,0,0,0,0,3,5,3,2,3,0,1,2448,0,4,3,1,1.7,0,0,0
PNR-14949,Logistics,Warehouse Associate,Female,78830,8,0,3,0,0,0,0,0,3,4,2,3,3,0,2,302,0,5,3,1,1.9,0,0,0
PNR-14951,Marketing,Marketing Manager,Male,150847,2,0,2,0,0,0,0,0,4,4,3,4,2,0,4,243,0,1,1,0,2.8,0,0,0
PNR-14958,Marketing,Digital Marketer,Female,82468,8,0,3,0,0,0,0,0,3,5,5,4,3,0,1,215,0,5,3,1,1.7,0,0,0
PNR-14969,Quality Control,QC Manager,Female,159396,6,0,4,1,5,1,0,0,3,4,2,3,3,0,4,411,0,3,3,1,0.8,0,0.6,0
PNR-14980,Marketing,Digital Marketer,Female,81018,6,0,5,1,0,0,0,0,3,5,3,3,3,0,0,9999,1,3,3,1,1.5,1,0,0
PNR-14987,Marketing,Marketing Manager,Non-binary,153878,4,0,2,0,5,2,0,0,4,4,3,3,4,0,5,76,0,0,3,0,1.5,0,1.2,0
PNR-15004,Finance,Controller,Non-binary,84695,1,1,2,0,0,0,0,0,5,5,3,4,4,0,1,310,0,1,1,0,2.7,0,0,0
PNR-15021,Quality Control,QC Inspector,Female,69866,1,1,4,1,3,1,0,0,4,4,5,4,5,0,4,8,0,0,0,0,1.9,0,0.6,0
PNR-15022,Quality Control,QC Inspector,Female,76918,7,0,3,0,0,0,0,0,3,5,2,3,3,0,4,265,0,5,2,1,2.3,0,0,0
PNR-15029,Human Resources,HR Generalist,Male,58379,7,0,5,1,0,0,0,0,3,4,4,3,4,0,0,9999,1,4,3,1,1.5,1,0,1
PNR-1504,Quality Control,QC Inspector,Non-binary,58499,8,0,5,1,1,1,0,0,4,5,3,2,4,0,2,1759,0,5,3,1,2.1,0,0.6,0
PNR-15043,Human Resources,HR Generalist,Male,62533,5,0,3,0,12,2,1,1,4,4,3,2,3,0,0,9999,1,3,2,1,-1.6,0,1.2,0
PNR-15046,IT Support,IT Technician,Female,77583,6,0,2,0,0,0,0,0,2,2,4,4,5,0,0,9999,1,4,2,1,1,0,0,1
PNR-15069,Sales,Account Manager,Non-binary,167261,7,0,4,1,0,0,0,0,4,5,2,3,3,0,1,2174,0,4,3,1,2.2,0,0,0
PNR-15070,Sales,Account Manager,Non-binary,139341,2,0,5,1,0,0,0,0,5,5,5,5,5,0,1,293,0,1,1,0,2.7,0,0,0
PNR-15071,Finance,Financial Analyst,Female,73151,5,0,5,1,0,0,0,0,3,5,3,4,4,0,5,61,0,2,3,0,2.5,0,0,0
PNR-15078,Marketing,Marketing Manager,Non-binary,142305,7,0,5,1,0,0,0,0,3,5,2,5,3,0,3,438,0,4,3,1,2.1,0,0,1
PNR-1508,Human Resources,Recruiter,Male,69358,8,0,5,1,3,1,0,0,5,5,4,2,4,0,2,161,0,6,2,1,2,0,0.6,0
PNR-15081,Marketing,Marketing Manager,Non-binary,140896,3,0,2,0,5,1,0,0,3,3,4,2,2,0,3,627,0,0,3,0,0.6,0,0.6,0
PNR-15114,Marketing,Marketing Coordinator,Non-binary,74784,2,0,4,1,0,0,0,0,3,3,2,2,2,0,4,154,0,1,1,0,2.3,0,0,1
PNR-15126,Production,Production Worker,Male,60192,5,0,5,1,0,0,0,0,5,5,4,4,5,0,3,87,0,2,3,0,3.1,0,0,0
PNR-15138,Human Resources,HR Coordinator,Female,71096,4,0,3,0,0,0,0,0,3,3,3,4,5,0,4,653,0,1,3,0,2.3,0,0,0
PNR-15141,Production,Line Supervisor,Non-binary,70483,7,0,2,0,0,0,0,0,2,2,2,5,2,0,5,610,0,5,2,1,2,0,0,1
PNR-15157,Logistics,Logistics Coordinator,Male,65893,1,1,4,1,0,0,0,0,3,3,5,2,4,0,3,164,0,0,0,0,2.1,0,0,0
PNR-1516,Quality Control,QC Inspector,Male,80416,5,0,5,1,3,1,0,0,2,2,3,3,2,0,4,1061,0,3,2,1,0.9,0,0.6,0
PNR-15160,Research & Development,Research Lead,Non-binary,109561,8,0,4,1,0,0,0,0,3,3,5,3,3,0,4,1213,0,5,3,1,2.3,0,0,0
PNR-15166,Logistics,Logistics Coordinator,Female,80909,5,0,4,1,0,0,0,0,4,5,3,4,3,0,3,811,0,2,3,0,2.6,0,0,1
PNR-1517,Sales,Regional Sales Manager,Male,166957,4,0,2,0,0,0,0,0,2,2,2,3,4,0,0,9999,1,1,3,0,1,0,0,0
PNR-15176,Sales,Sales Associate,Female,66008,8,0,3,0,0,0,0,0,3,5,3,2,3,0,4,76,0,6,2,1,2.3,0,0,0
PNR-11576,Logistics,Warehouse Associate,Male,80657,4,0,4,1,0,0,0,0,3,5,2,3,3,0,4,262,0,1,3,0,2.3,0,0,0
PNR-11579,IT Support,IT Technician,Male,55299,3,0,5,1,1,1,0,0,4,4,5,2,3,0,0,9999,1,1,2,0,1.7,0,0.6,0
PNR-11583,Human Resources,HR Coordinator,Non-binary,65270,1,1,2,0,0,0,0,0,4,4,2,3,5,0,4,14,0,0,0,0,2.8,0,0,1
PNR-11587,Human Resources,HR Generalist,Non-binary,62964,8,0,4,1,0,0,0,0,2,4,2,3,3,0,3,1042,0,5,3,1,1.6,0,0,0
PNR-11594,Production,Operations Manager,Male,168380,1,1,5,1,0,0,0,0,3,3,5,4,4,0,0,9999,1,0,0,0,1.5,0,0,0
PNR-1160,Marketing,Marketing Manager,Non-binary,167084,7,0,2,0,0,0,0,0,3,5,3,4,3,0,1,945,0,4,3,1,1.7,0,0,0
PNR-11616,Logistics,Warehouse Associate,Male,71292,5,0,2,0,0,0,0,0,3,5,3,3,3,0,4,225,0,1,3,0,2.3,0,0,0
PNR-11619,IT Support,IT Technician,Female,63551,1,1,2,0,0,0,0,0,3,3,2,5,3,0,1,125,0,0,0,0,1.7,0,0,0
PNR-11639,Quality Control,QC Manager,Non-binary,155857,7,0,2,0,0,0,0,0,4,5,4,4,3,0,1,500,0,4,4,1,2.2,0,0,1
PNR-11647,Human Resources,HR Coordinator,Non-binary,55220,3,0,5,1,2,1,0,0,2,3,3,2,2,0,4,201,0,1,2,0,1.2,0,0.6,0
PNR-1165,Human Resources,HR Generalist,Female,80158,2,0,3,0,3,1,0,0,4,5,3,4,3,0,5,176,0,1,2,0,2.1,0,0.6,0
PNR-11653,Production,Operations Manager,Female,123677,6,0,2,0,0,0,0,0,4,5,5,3,4,0,3,148,0,3,3,1,2.6,0,0,0
PNR-11656,Research & Development,Lab Technician,Female,61183,1,1,2,0,3,2,0,0,3,3,3,2,3,0,4,11,0,0,0,0,1.4,0,1.2,1
PNR-11663,Marketing,Marketing Manager,Female,122990,2,0,2,0,0,0,0,0,3,3,5,5,5,0,3,132,0,1,1,0,2.1,0,0,1
PNR-11665,Finance,Financial Analyst,Non-binary,60525,3,0,4,1,1,1,0,0,2,2,4,3,4,0,0,9999,1,1,2,0,0.7,0,0.6,0
PNR-11696,Human Resources,Recruiter,Non-binary,77144,2,0,3,0,5,1,0,0,4,4,4,3,5,0,5,138,0,1,1,0,1.5,0,0.6,0
PNR-11742,Marketing,Digital Marketer,Female,55781,1,1,5,1,0,0,0,0,4,4,4,3,4,0,4,5,0,0,0,0,2.8,0,0,0
PNR-11743,Sales,Regional Sales Manager,Non-binary,179494,1,1,2,0,0,0,0,0,5,5,3,4,3,0,4,47,0,0,0,0,3.3,0,0,0
PNR-11777,Research & Development,Lab Technician,Female,75888,5,0,2,0,0,0,0,0,3,5,3,3,3,0,4,194,0,2,3,0,2.3,0,0,0
PNR-11785,Sales,Account Manager,Non-binary,152118,2,0,5,1,3,1,0,0,4,4,3,2,4,0,2,369,0,1,1,0,1.5,0,0.6,0
PNR-11798,Human Resources,HR Coordinator,Female,78367,5,0,4,1,10,1,1,1,2,3,3,5,3,0,2,516,0,2,3,0,-1.6,0,0.6,0
PNR-11804,Marketing,Digital Marketer,Female,84008,3,0,4,1,0,0,0,0,5,5,3,5,4,0,2,824,0,1,2,0,2.9,0,0,0
PNR-11830,Sales,Regional Sales Manager,Female,134960,6,0,4,1,0,0,0,0,3,5,4,2,3,0,0,9999,1,3,3,1,1.5,1,0,0
PNR-11838,Sales,Sales Associate,Male,83510,5,0,2,0,0,0,0,0,2,2,3,4,3,0,1,1713,0,3,2,1,1.2,0,0,0
PNR-11863,Research & Development,Research Lead,Female,100601,4,0,3,0,0,0,0,0,3,4,2,4,3,0,5,39,0,2,2,0,2.5,0,0,0
PNR-11869,Production,Line Supervisor,Female,76186,7,0,2,0,0,0,0,0,3,3,4,2,4,0,0,9999,1,4,3,1,1.5,0,0,1
PNR-11899,Human Resources,HR Generalist,Non-binary,64439,7,0,5,1,0,0,0,0,2,4,2,2,3,0,2,2113,0,6,2,1,1.4,0,0,0
PNR-11906,IT Support,Help Desk Specialist,Non-binary,76782,1,1,4,1,0,0,0,0,4,4,5,2,2,0,0,9999,1,0,1,0,2,0,0,0
PNR-11909,Marketing,Marketing Coordinator,Non-binary,58140,5,0,5,1,1,1,0,0,4,5,3,4,3,0,5,150,0,3,3,1,2.7,0,0.6,0
PNR-14749,Sales,Account Manager,Female,131571,1,1,4,1,10,1,1,1,2,2,5,2,3,0,5,65,0,0,0,0,-1,0,0.6,0
PNR-14753,IT Support,Help Desk Specialist,Male,82140,5,0,5,1,0,0,0,0,4,4,4,4,3,0,5,232,0,3,2,1,3,0,0,0
PNR-14769,Quality Control,QC Manager,Male,167018,4,0,2,0,0,0,0,0,3,4,3,3,3,0,1,556,0,1,3,0,1.7,0,0,0
PNR-14776,IT Support,IT Technician,Female,64712,1,1,2,0,10,1,1,1,5,5,2,2,3,0,4,20,0,0,0,0,0.3,0,0.6,0
PNR-1478,Marketing,Digital Marketer,Male,73022,3,0,3,0,0,0,0,0,3,4,3,3,4,0,0,9999,1,1,2,0,1.5,0,0,1
PNR-14780,Marketing,Marketing Coordinator,Female,80393,1,1,4,1,0,0,0,0,2,2,5,2,3,0,0,9999,1,0,0,0,1,0,0,0
PNR-1481,Production,Line Supervisor,Male,61598,6,0,2,0,0,0,0,0,2,2,3,3,3,0,2,411,0,3,3,1,1.4,0,0,0
PNR-14813,Research & Development,Research Lead,Male,120165,5,0,4,1,0,0,0,0,3,4,5,4,4,0,0,9999,1,3,2,1,1.5,1,0,1
PNR-14815,IT Support,IT Manager,Male,175276,5,0,5,1,0,0,0,0,4,4,2,5,3,0,2,100,0,2,3,0,2.4,0,0,0
PNR-14830,Sales,Sales Associate,Non-binary,76201,4,0,4,1,0,0,0,0,5,5,2,5,5,0,1,437,0,1,3,0,2.7,0,0,0
PNR-14834,Production,Line Supervisor,Female,83817,6,0,2,0,0,0,0,0,3,5,4,3,3,0,2,313,0,1,4,0,1.9,0,0,1
PNR-14838,Research & Development,Research Lead,Male,121330,1,1,5,1,0,0,0,0,3,3,3,5,2,0,2,56,0,0,1,0,1.9,0,0,0
PNR-14853,Marketing,Digital Marketer,Non-binary,72489,0,1,4,1,0,0,0,0,2,2,3,5,4,0,2,4,0,0,0,0,1.4,0,0,0
PNR-14861,Production,Operations Manager,Female,127808,4,0,3,0,0,0,0,0,2,4,3,2,3,0,0,9999,1,1,3,0,1,0,0,1
PNR-14865,Production,Operations Manager,Female,174344,1,1,3,0,10,1,1,1,3,3,2,3,2,0,5,80,0,0,0,0,-0.5,0,0.6,0
PNR-14890,Production,Line Supervisor,Female,63005,7,0,2,0,0,0,0,0,2,2,5,2,3,0,2,345,0,5,3,1,1.4,0,0,0
PNR-14891,Production,Line Supervisor,Non-binary,72621,8,0,4,1,2,1,0,0,4,5,3,3,3,0,5,122,0,5,3,1,2.4,0,0.6,0
PNR-14895,Marketing,Marketing Manager,Non-binary,151168,8,0,2,0,10,1,1,1,3,5,3,2,3,0,0,9999,1,7,2,1,-1.5,0,0.6,1
PNR-14896,Quality Control,QC Manager,Male,137159,1,1,5,1,1,1,0,0,4,4,2,2,3,0,5,5,0,0,0,0,2.7,0,0.6,1
PNR-14900,Logistics,Warehouse Associate,Female,66193,5,0,3,0,0,0,0,0,4,5,4,3,3,0,2,409,0,2,3,1,2.4,0,0,0
PNR-14903,Production,Operations Manager,Non-binary,162322,2,0,3,0,0,0,0,0,2,2,5,4,3,0,2,125,0,1,2,0,1.4,0,0,1
PNR-14906,Marketing,Digital Marketer,Male,81592,4,0,3,0,0,0,0,0,4,4,3,2,3,0,3,447,0,2,2,0,2.6,0,0,0
PNR-1492,Marketing,Marketing Coordinator,Female,77000,4,0,3,0,3,1,0,0,2,3,4,3,2,0,3,238,0,1,3,0,0.7,0,0.6,0
PNR-14923,Research & Development,Research Lead,Male,119097,8,0,4,1,0,0,0,0,4,5,4,3,3,0,0,9999,1,5,3,1,2,1,0,0
PNR-14938,Finance,Financial Analyst,Male,79886,3,0,4,1,10,1,1,1,5,5,2,2,5,0,3,729,0,1,2,0,0.1,0,0.6,0
PNR-14944,IT Support,IT Technician,Non-binary,64409,2,0,3,0,0,0,0,0,5,5,3,2,5,0,4,94,0,1,1,0,3.3,0,0,0
PNR-14981,Quality Control,QC Inspector,Female,66776,6,0,2,0,0,0,0,0,2,4,3,4,4,0,4,658,0,3,3,1,1.8,0,0,0
PNR-14988,IT Support,IT Technician,Female,78120,3,0,4,1,0,0,0,0,2,3,3,3,4,0,0,9999,1,1,2,0,1,0,0,0
PNR-1500,Marketing,Digital Marketer,Female,84729,6,0,4,1,0,0,0,0,3,5,3,3,3,0,1,1866,0,3,3,1,1.7,0,0,0
PNR-15179,IT Support,IT Technician,Male,67986,2,0,5,1,0,0,0,0,5,5,3,4,4,0,4,189,0,0,2,0,3.3,0,0,0
PNR-15187,Logistics,Warehouse Associate,Non-binary,65493,7,0,4,1,0,0,0,0,5,5,5,3,2,0,2,738,0,5,2,1,2.9,0,0,0
PNR-15216,Logistics,Warehouse Associate,Female,64848,8,0,4,1,0,0,0,0,3,5,3,3,4,0,4,233,0,5,3,1,2.3,0,0,0
PNR-15237,IT Support,IT Manager,Non-binary,128141,7,0,4,1,0,0,0,0,4,5,4,3,3,0,0,9999,1,4,3,1,2,1,0,0
